date	region	sessions	mobile	ctr	bounce_rate	first_action	last_action
2017-07-22	Eastern Africa	65	44	0.4923	0.5077	search	search
2017-07-22	Eastern Asia	200	95	0.49	0.51	search	search
2017-07-22	Eastern Europe	311	124	0.3505	0.6495	search	search
2017-07-22	Melanesia	3	1	0.3333	0.6667	search	search
2017-07-22	Micronesia	2	1	0.5	0.5	search	search
2017-07-22	Middle Africa	138	94	0.471	0.529	search	search
2017-07-22	Northern Africa	209	169	0.378	0.622	search	search
2017-07-22	Northern America	2679	1202	0.685	0.315	search	search
2017-07-22	Northern Europe	685	213	0.4482	0.5518	search	search
2017-07-22	South America	375	135	0.2213	0.7787	primary links	primary links
2017-07-22	South-Eastern Asia	343	241	0.3236	0.6764	search	search
2017-07-22	Southern Africa	27	20	0.5556	0.4444	search	search
2017-07-22	Southern Asia	466	325	0.4056	0.5944	search	search
2017-07-22	Southern Europe	215	88	0.3488	0.6512	search	search
2017-07-22	Western Africa	63	53	0.3492	0.6508	search	search
2017-07-22	Western Asia	201	125	0.2687	0.7313	search	search
2017-07-22	Western Europe	500	199	0.446	0.554	search	search
2017-07-23	Australia and New Zealand	104	52	0.5288	0.4712	search	search
2017-07-23	Caribbean	38	23	0.4211	0.5789	primary links	primary links
2017-07-23	Central America	107	74	0.3645	0.6355	search	search
2017-07-23	Central Asia	31	25	0.2903	0.7097	primary links	primary links
2017-07-23	Eastern Africa	57	43	0.2105	0.7895	search	search
2017-07-23	Eastern Asia	210	101	0.5143	0.4857	search	search
2017-07-23	Eastern Europe	276	121	0.4638	0.5362	search	search
2017-07-23	Melanesia	2	0	1	0	search	search
2017-07-23	Middle Africa	145	101	0.4345	0.5655	search	search
2017-07-23	Northern Africa	237	154	0.27	0.73	search	search
2017-07-23	Northern America	2815	1360	0.7332	0.2668	search	search
2017-07-23	Northern Europe	750	243	0.4693	0.5307	search	search
2017-07-23	Polynesia	1	1	0	1	NA	NA
2017-07-23	South America	343	116	0.2099	0.7901	search	search
2017-07-23	South-Eastern Asia	406	283	0.3128	0.6872	search	search
2017-07-23	Southern Africa	27	22	0.4815	0.5185	search	search
2017-07-23	Southern Asia	427	304	0.3817	0.6183	search	search
2017-07-23	Southern Europe	195	79	0.441	0.559	search	search
2017-07-23	Western Africa	48	37	0.3542	0.6458	search	search
2017-07-23	Western Asia	221	132	0.2217	0.7783	search	search
2017-07-23	Western Europe	539	190	0.4508	0.5492	search	search
2017-07-24	Australia and New Zealand	93	32	0.5806	0.4194	search	search
2017-07-24	Caribbean	37	22	0.3514	0.6486	search	search
2017-07-24	Central America	108	64	0.4167	0.5833	search	search
2017-07-24	Central Asia	26	18	0.2692	0.7308	search	search
2017-07-24	Eastern Africa	60	34	0.3333	0.6667	search	search
2017-07-24	Eastern Asia	273	114	0.5751	0.4249	search	search
2017-07-24	Eastern Europe	334	125	0.4581	0.5419	search	search
2017-07-24	Melanesia	5	3	0.6	0.4	search	search
2017-07-24	Middle Africa	202	147	0.5149	0.4851	search	search
2017-07-24	Northern Africa	219	157	0.2648	0.7352	search	search
2017-07-24	Northern America	3309	1148	0.7244	0.2756	search	search
2017-07-24	Northern Europe	747	192	0.5114	0.4886	search	search
2017-07-24	South America	385	121	0.2052	0.7948	search	search
2017-07-24	South-Eastern Asia	402	259	0.3234	0.6766	search	search
2017-07-24	Southern Africa	39	23	0.4872	0.5128	search	search
2017-07-24	Southern Asia	423	274	0.3759	0.6241	search	search
2017-07-24	Southern Europe	231	88	0.4199	0.5801	search	search
2017-07-24	Western Africa	40	29	0.275	0.725	search	search
2017-07-24	Western Asia	209	124	0.2584	0.7416	search	search
2017-07-24	Western Europe	624	181	0.5032	0.4968	search	search
2017-07-25	Australia and New Zealand	116	39	0.5862	0.4138	search	search
2017-07-25	Caribbean	38	24	0.4211	0.5789	search	search
2017-07-25	Central America	110	71	0.3182	0.6818	primary links	primary links
2017-07-25	Central Asia	39	29	0.3077	0.6923	primary links	search
2017-07-25	Eastern Africa	39	28	0.4103	0.5897	search	search
2017-07-25	Eastern Asia	274	100	0.5547	0.4453	search	search
2017-07-25	Eastern Europe	313	149	0.4505	0.5495	search	search
2017-07-25	Melanesia	3	1	0.6667	0.3333	search	search
2017-07-25	Micronesia	2	0	0.5	0.5	search	search
2017-07-25	Middle Africa	204	149	0.5	0.5	search	search
2017-07-25	Northern Africa	215	131	0.2605	0.7395	search	search
2017-07-25	Northern America	3169	1090	0.7368	0.2632	search	search
2017-07-25	Northern Europe	763	185	0.4482	0.5518	search	search
2017-07-25	Polynesia	2	0	1	0	search	search
2017-07-25	South America	351	104	0.2279	0.7721	search	search
2017-07-25	South-Eastern Asia	381	248	0.315	0.685	search	search
2017-07-25	Southern Africa	34	22	0.4706	0.5294	primary links	primary links
2017-07-25	Southern Asia	461	270	0.4447	0.5553	search	search
2017-07-25	Southern Europe	206	71	0.5049	0.4951	search	search
2017-07-25	Western Africa	59	43	0.4237	0.5763	primary links	primary links
2017-07-25	Western Asia	219	136	0.2785	0.7215	search	search
2017-07-25	Western Europe	616	171	0.4951	0.5049	search	search
2017-07-26	Australia and New Zealand	115	37	0.6696	0.3304	search	search
2017-07-26	Caribbean	34	20	0.2647	0.7353	primary links	primary links
2017-07-26	Central America	126	71	0.3889	0.6111	search	search
2017-07-26	Central Asia	40	31	0.15	0.85	primary links	primary links
2017-07-26	Eastern Africa	68	42	0.3529	0.6471	search	search
2017-07-26	Eastern Asia	255	92	0.5059	0.4941	search	search
2017-07-26	Eastern Europe	338	142	0.4586	0.5414	search	search
2017-07-26	Melanesia	4	4	1	0	other projects	other projects
2017-07-26	Micronesia	2	1	0	1	NA	NA
2017-07-26	Middle Africa	211	155	0.4834	0.5166	search	search
2017-07-26	Northern Africa	183	127	0.3115	0.6885	search	search
2017-07-26	Northern America	3060	1043	0.7441	0.2559	search	search
2017-07-26	Northern Europe	747	199	0.4886	0.5114	search	search
2017-07-26	South America	350	122	0.1971	0.8029	primary links	primary links
2017-07-26	South-Eastern Asia	415	260	0.3084	0.6916	search	search
2017-07-26	Southern Africa	37	17	0.5405	0.4595	search	search
2017-07-26	Southern Asia	465	294	0.4086	0.5914	search	search
2017-07-26	Southern Europe	194	84	0.4845	0.5155	search	search
2017-07-26	Western Africa	45	33	0.3333	0.6667	search	search
2017-07-26	Western Asia	198	114	0.298	0.702	search	search
2017-07-26	Western Europe	542	154	0.5332	0.4668	primary links	search
2017-07-27	Australia and New Zealand	105	43	0.4952	0.5048	search	search
2017-07-27	Caribbean	34	23	0.4706	0.5294	search	search
2017-07-27	Central America	109	73	0.3303	0.6697	search	search
2017-07-27	Central Asia	34	27	0.2941	0.7059	search	search
2017-07-27	Eastern Africa	77	45	0.3506	0.6494	search	search
2017-07-27	Eastern Asia	239	82	0.5523	0.4477	search	search
2017-07-27	Eastern Europe	275	106	0.4691	0.5309	search	search
2017-07-27	Melanesia	4	3	0.25	0.75	search	search
2017-07-27	Micronesia	1	1	1	0	search	search
2017-07-27	Middle Africa	222	159	0.4955	0.5045	search	search
2017-07-27	Northern Africa	211	149	0.3175	0.6825	search	search
2017-07-27	Northern America	3069	1056	0.7393	0.2607	search	search
2017-07-27	Northern Europe	759	182	0.5099	0.4901	search	search
2017-07-27	South America	324	109	0.2191	0.7809	search	search
2017-07-27	South-Eastern Asia	434	270	0.3226	0.6774	search	search
2017-07-27	Southern Africa	30	16	0.4667	0.5333	search	search
2017-07-27	Southern Asia	481	310	0.3846	0.6154	search	search
2017-07-27	Southern Europe	199	92	0.397	0.603	search	search
2017-07-27	Western Africa	46	34	0.413	0.587	search	search
2017-07-27	Western Asia	213	140	0.2817	0.7183	search	search
2017-07-27	Western Europe	535	173	0.5308	0.4692	search	search
2017-07-28	Australia and New Zealand	111	48	0.4955	0.5045	search	search
2017-07-28	Caribbean	38	22	0.6316	0.3684	search	search
2017-07-28	Central America	121	77	0.3636	0.6364	search	search
2017-07-28	Central Asia	22	18	0.2273	0.7727	primary links	primary links
2017-07-28	Eastern Africa	56	35	0.3571	0.6429	search	search
2017-07-28	Eastern Asia	258	98	0.5	0.5	search	search
2017-07-28	Eastern Europe	332	129	0.3645	0.6355	search	search
2017-07-28	Melanesia	3	2	0	1	NA	NA
2017-07-28	Middle Africa	208	149	0.4712	0.5288	search	search
2017-07-28	Northern Africa	185	124	0.2811	0.7189	search	search
2017-07-28	Northern America	3143	1001	0.6802	0.3198	search	search
2017-07-28	Northern Europe	733	216	0.4843	0.5157	search	search
2017-07-28	South America	271	96	0.2694	0.7306	primary links	primary links
2017-07-28	South-Eastern Asia	443	279	0.2573	0.7427	search	search
2017-07-28	Southern Africa	33	22	0.5455	0.4545	search	search
2017-07-28	Southern Asia	448	292	0.4085	0.5915	search	search
2017-07-28	Southern Europe	216	76	0.3657	0.6343	search	search
2017-07-28	Western Africa	59	46	0.339	0.661	search	search
2017-07-28	Western Asia	215	133	0.2698	0.7302	search	search
2017-07-28	Western Europe	577	166	0.461	0.539	search	search
2017-07-29	Australia and New Zealand	97	48	0.6289	0.3711	search	search
2017-07-29	Caribbean	29	22	0.4138	0.5862	search	search
2017-07-29	Central America	121	85	0.2975	0.7025	search	search
2017-07-29	Central Asia	31	25	0.2258	0.7742	primary links	primary links
2017-07-29	Eastern Africa	48	24	0.4167	0.5833	search	search
2017-07-29	Eastern Asia	185	86	0.4973	0.5027	search	search
2017-07-29	Eastern Europe	301	127	0.3821	0.6179	search	search
2017-07-29	Middle Africa	156	111	0.4423	0.5577	search	search
2017-07-29	Northern Africa	191	148	0.3613	0.6387	search	search
2017-07-29	Northern America	2596	1127	0.6699	0.3301	search	search
2017-07-29	Northern Europe	674	213	0.4496	0.5504	search	search
2017-07-29	South America	273	117	0.2491	0.7509	primary links	primary links
2017-07-29	South-Eastern Asia	381	269	0.3071	0.6929	search	search
2017-07-29	Southern Africa	21	14	0.2857	0.7143	search	search
2017-07-29	Southern Asia	450	313	0.3667	0.6333	search	search
2017-07-29	Southern Europe	156	64	0.3974	0.6026	search	search
2017-07-29	Western Africa	43	34	0.3488	0.6512	search	search
2017-07-29	Western Asia	232	162	0.2716	0.7284	search	search
2017-07-29	Western Europe	478	167	0.4812	0.5188	search	search
2017-07-30	Australia and New Zealand	105	49	0.5333	0.4667	search	search
2017-07-30	Caribbean	33	22	0.5152	0.4848	search	search
2017-07-30	Central America	100	68	0.29	0.71	search	search
2017-07-30	Central Asia	36	25	0.3611	0.6389	primary links	primary links
2017-07-30	Eastern Africa	41	29	0.4146	0.5854	search	search
2017-07-30	Eastern Asia	222	92	0.4505	0.5495	search	search
2017-07-30	Eastern Europe	268	124	0.4627	0.5373	search	search
2017-07-30	Melanesia	1	1	0	1	NA	NA
2017-07-30	Middle Africa	141	111	0.4468	0.5532	search	search
2017-07-30	Northern Africa	196	133	0.3418	0.6582	search	search
2017-07-30	Northern America	2615	1185	0.7212	0.2788	search	search
2017-07-30	Northern Europe	701	224	0.4922	0.5078	search	search
2017-07-30	South America	283	129	0.3004	0.6996	search	search
2017-07-30	South-Eastern Asia	360	259	0.3194	0.6806	search	search
2017-07-30	Southern Africa	41	28	0.561	0.439	search	search
2017-07-30	Southern Asia	425	330	0.3835	0.6165	search	search
2017-07-30	Southern Europe	189	85	0.4603	0.5397	search	search
2017-07-30	Western Africa	65	51	0.2769	0.7231	search	other projects
2017-07-30	Western Asia	217	139	0.2535	0.7465	search	search
2017-07-30	Western Europe	556	198	0.4604	0.5396	search	search
2017-07-31	Australia and New Zealand	120	52	0.675	0.325	search	search
2017-07-31	Caribbean	34	16	0.4118	0.5882	search	search
2017-07-31	Central America	91	60	0.3407	0.6593	search	search
2017-07-31	Central Asia	29	24	0.1379	0.8621	primary links	primary links
2017-07-31	Eastern Africa	70	43	0.3714	0.6286	search	search
2017-07-31	Eastern Asia	239	112	0.4979	0.5021	search	search
2017-07-31	Eastern Europe	298	123	0.4396	0.5604	search	search
2017-07-31	Melanesia	3	3	0.3333	0.6667	search	search
2017-07-31	Micronesia	3	2	1	0	search	search
2017-07-31	Middle Africa	204	161	0.5	0.5	search	search
2017-07-31	Northern Africa	189	115	0.2857	0.7143	search	search
2017-07-31	Northern America	3237	1113	0.7454	0.2546	search	search
2017-07-31	Northern Europe	768	220	0.5326	0.4674	search	search
2017-07-31	South America	283	116	0.3251	0.67490000000000006	primary links	primary links
2017-07-31	South-Eastern Asia	413	248	0.3245	0.6755	search	search
2017-07-31	Southern Africa	46	18	0.5435	0.4565	primary links	primary links
2017-07-31	Southern Asia	465	304	0.3914	0.6086	search	search
2017-07-31	Southern Europe	196	77	0.4745	0.5255	search	search
2017-07-31	Western Africa	69	52	0.3188	0.6812	search	search
2017-07-31	Western Asia	207	128	0.285	0.715	search	primary links
2017-07-31	Western Europe	564	181	0.5035	0.4965	search	search
