date	referrer	pageviews	proportion
2016-11-25	Referred by a search engine	180160	0.904
2016-11-25	Referred internally (itself or a sister wiki)	18641	0.094
2016-11-25	Direct (not referred by anything)	19485079	97.796
2016-11-26	Referred by something other than search engine	219008	1.126
2016-11-26	Referred by a search engine	154822	0.796
2016-11-26	Referred internally (itself or a sister wiki)	17462	0.09
2016-11-26	Direct (not referred by anything)	19059137	97.988
2016-11-27	Referred by something other than search engine	209801	1.103
2016-11-27	Referred by a search engine	165021	0.867
2016-11-27	Referred internally (itself or a sister wiki)	21059	0.111
2016-11-27	Direct (not referred by anything)	18633420	97.92
2016-11-28	Referred by something other than search engine	217930	0.927
2016-11-28	Referred by a search engine	230279	0.98
2016-11-28	Referred internally (itself or a sister wiki)	20857	0.089
2016-11-28	Direct (not referred by anything)	23035449	98.004
2016-11-29	Referred by something other than search engine	184079	0.585
2016-11-29	Referred by a search engine	242472	0.77
2016-11-29	Referred internally (itself or a sister wiki)	22674	0.072
2016-11-29	Direct (not referred by anything)	31040928	98.573
2016-11-30	Referred by something other than search engine	151490	0.427
2016-11-30	Referred by a search engine	245309	0.691
2016-11-30	Referred internally (itself or a sister wiki)	21527	0.061
2016-11-30	Direct (not referred by anything)	35086923	98.822
2016-12-01	Referred by something other than search engine	148069	0.526
2016-12-01	Referred by a search engine	247741	0.88
2016-12-01	Referred internally (itself or a sister wiki)	23996	0.085
2016-12-01	Direct (not referred by anything)	27730744	98.509
2016-12-02	Referred by something other than search engine	146078	0.518
2016-12-02	Referred by a search engine	214654	0.761
2016-12-02	Referred internally (itself or a sister wiki)	22467	0.08
2016-12-02	Direct (not referred by anything)	27811520	98.641
2016-12-03	Referred by something other than search engine	141298	0.55
2016-12-03	Referred by a search engine	146547	0.57
2016-12-03	Referred internally (itself or a sister wiki)	15536	0.06
2016-12-03	Direct (not referred by anything)	25400973	98.82
2016-12-04	Referred by something other than search engine	138382	0.721
2016-12-04	Referred by a search engine	160707	0.837
2016-12-04	Referred internally (itself or a sister wiki)	17238	0.09
2016-12-04	Direct (not referred by anything)	18877811	98.352
2016-12-05	Referred by something other than search engine	147923	0.635
2016-12-05	Referred by a search engine	240125	1.03
2016-12-05	Referred internally (itself or a sister wiki)	19197	0.082
2016-12-05	Direct (not referred by anything)	22900190	98.253
2016-12-06	Referred by something other than search engine	153139	0.541
2016-12-06	Referred by a search engine	252220	0.891
2016-12-06	Referred internally (itself or a sister wiki)	18302	0.065
2016-12-06	Direct (not referred by anything)	27899487	98.504
2016-12-07	Referred by something other than search engine	154233	0.543
2016-12-07	Referred by a search engine	239430	0.843
2016-12-07	Referred internally (itself or a sister wiki)	18649	0.066
2016-12-07	Direct (not referred by anything)	27993601	98.548
2016-12-08	Referred by something other than search engine	146463	0.517
2016-12-08	Referred by a search engine	232422	0.821
2016-12-08	Referred internally (itself or a sister wiki)	26152	0.092
2016-12-08	Direct (not referred by anything)	27905825	98.569
2016-12-09	Referred by something other than search engine	151677	0.531
2016-12-09	Referred by a search engine	206836	0.724
2016-12-09	Referred internally (itself or a sister wiki)	20745	0.073
2016-12-09	Direct (not referred by anything)	28170546	98.672
2016-12-10	Referred by something other than search engine	141541	0.577
2016-12-10	Referred by a search engine	145677	0.594
2016-12-10	Referred internally (itself or a sister wiki)	18764	0.076
2016-12-10	Direct (not referred by anything)	24230294	98.753
2016-12-11	Referred by something other than search engine	146867	0.757
2016-12-11	Referred by a search engine	157320	0.811
2016-12-11	Referred internally (itself or a sister wiki)	20064	0.103
2016-12-11	Direct (not referred by anything)	19082237	98.329
2016-12-12	Referred by something other than search engine	149657	0.642
2016-12-12	Referred by a search engine	223327	0.958
2016-12-12	Referred internally (itself or a sister wiki)	21737	0.093
2016-12-12	Direct (not referred by anything)	22907862	98.306
2016-12-13	Referred by something other than search engine	145142	0.513
2016-12-13	Referred by a search engine	238614	0.843
2016-12-13	Referred internally (itself or a sister wiki)	20012	0.071
2016-12-13	Direct (not referred by anything)	27892298	98.573
2016-12-14	Referred by something other than search engine	147836	0.52
2016-12-14	Referred by a search engine	231285	0.813
2016-12-14	Referred internally (itself or a sister wiki)	20595	0.072
2016-12-14	Direct (not referred by anything)	28044620	98.595
2016-12-15	Referred by something other than search engine	141474	0.502
2016-12-15	Referred by a search engine	209568	0.744
2016-12-15	Referred internally (itself or a sister wiki)	20185	0.072
2016-12-15	Direct (not referred by anything)	27801264	98.682
2016-12-16	Referred by something other than search engine	129685	0.468
2016-12-16	Referred by a search engine	186770	0.674
2016-12-16	Referred internally (itself or a sister wiki)	18672	0.067
2016-12-16	Direct (not referred by anything)	27367760	98.79
2016-12-17	Referred by something other than search engine	133261	0.557
2016-12-17	Referred by a search engine	134163	0.561
2016-12-17	Referred internally (itself or a sister wiki)	17062	0.071
2016-12-17	Direct (not referred by anything)	23624294	98.81
2016-12-18	Referred by something other than search engine	142613	0.743
2016-12-18	Referred by a search engine	144387	0.752
2016-12-18	Referred internally (itself or a sister wiki)	22926	0.119
2016-12-18	Direct (not referred by anything)	18889990	98.386
2016-12-19	Referred by something other than search engine	142665	0.657
2016-12-19	Referred by a search engine	192596	0.887
2016-12-19	Referred internally (itself or a sister wiki)	20669	0.095
2016-12-19	Direct (not referred by anything)	21356077	98.361
2016-12-20	Referred by something other than search engine	146070	0.603
2016-12-20	Referred by a search engine	178739	0.738
2016-12-20	Referred internally (itself or a sister wiki)	19559	0.081
2016-12-20	Direct (not referred by anything)	23882576	98.579
2016-12-21	Referred by something other than search engine	153743	0.648
2016-12-21	Referred by a search engine	169166	0.713
2016-12-21	Referred internally (itself or a sister wiki)	19332	0.081
2016-12-21	Direct (not referred by anything)	23399365	98.558
2016-12-22	Referred by something other than search engine	96861	0.433
2016-12-22	Referred by a search engine	159401	0.713
2016-12-22	Referred internally (itself or a sister wiki)	17046	0.076
2016-12-22	Direct (not referred by anything)	22083091	98.777
2016-12-23	Referred by something other than search engine	77091	0.359
2016-12-23	Referred by a search engine	144165	0.671
2016-12-23	Referred internally (itself or a sister wiki)	15610	0.073
2016-12-23	Direct (not referred by anything)	21262662	98.898
2016-12-24	Referred by something other than search engine	65101	0.326
2016-12-24	Referred by a search engine	115507	0.578
2016-12-24	Referred internally (itself or a sister wiki)	22728	0.114
2016-12-24	Direct (not referred by anything)	19775525	98.982
2016-12-25	Referred by something other than search engine	59081	0.313
2016-12-25	Referred by a search engine	118392	0.627
2016-12-25	Referred internally (itself or a sister wiki)	16479	0.087
2016-12-25	Direct (not referred by anything)	18676174	98.972
2016-12-26	Referred by something other than search engine	71639	0.386
2016-12-26	Referred by a search engine	147043	0.792
2016-12-26	Referred internally (itself or a sister wiki)	16182	0.087
2016-12-26	Direct (not referred by anything)	18337777	98.735
2016-12-27	Referred by something other than search engine	87863	0.465
2016-12-27	Referred by a search engine	170040	0.899
2016-12-27	Referred internally (itself or a sister wiki)	17521	0.093
2016-12-27	Direct (not referred by anything)	18631829	98.543
2016-12-28	Referred by something other than search engine	73278	0.387
2016-12-28	Referred by a search engine	171797	0.907
2016-12-28	Referred internally (itself or a sister wiki)	22479	0.119
2016-12-28	Direct (not referred by anything)	18675930	98.588
2016-12-29	Referred by something other than search engine	80688	0.424
2016-12-29	Referred by a search engine	183248	0.963
2016-12-29	Referred internally (itself or a sister wiki)	22170	0.117
2016-12-29	Direct (not referred by anything)	18735974	98.496
2016-12-30	Referred by something other than search engine	69109	0.363
2016-12-30	Referred by a search engine	164336	0.863
2016-12-30	Referred internally (itself or a sister wiki)	19495	0.102
2016-12-30	Direct (not referred by anything)	18782901	98.671
2016-12-31	Referred by something other than search engine	53913	0.29
2016-12-31	Referred by a search engine	129445	0.696
2016-12-31	Referred internally (itself or a sister wiki)	19568	0.105
2016-12-31	Direct (not referred by anything)	18382190	98.908
2017-01-01	Referred by something other than search engine	52434	0.285
2017-01-01	Referred by a search engine	124996	0.678
2017-01-01	Referred internally (itself or a sister wiki)	21571	0.117
2017-01-01	Direct (not referred by anything)	18225685	98.92
2017-01-02	Referred by something other than search engine	73387	0.38
2017-01-02	Referred by a search engine	155142	0.804
2017-01-02	Referred internally (itself or a sister wiki)	19381	0.1
2017-01-02	Direct (not referred by anything)	19059903	98.716
2017-01-03	Referred by something other than search engine	80175	0.377
2017-01-03	Referred by a search engine	190702	0.896
2017-01-03	Referred internally (itself or a sister wiki)	21601	0.101
2017-01-03	Direct (not referred by anything)	20989867	98.626
2017-01-04	Referred by something other than search engine	78744	0.326
2017-01-04	Referred by a search engine	199542	0.826
2017-01-04	Referred internally (itself or a sister wiki)	23625	0.098
2017-01-04	Direct (not referred by anything)	23841162	98.749
2017-01-05	Referred by something other than search engine	76666	0.304
2017-01-05	Referred by a search engine	211844	0.841
2017-01-05	Referred internally (itself or a sister wiki)	32241	0.128
2017-01-05	Direct (not referred by anything)	24874236	98.727
2017-01-06	Referred by something other than search engine	83158	0.326
2017-01-06	Referred by a search engine	196419	0.771
2017-01-06	Referred internally (itself or a sister wiki)	21740	0.085
2017-01-06	Direct (not referred by anything)	25172623	98.817
2017-01-07	Referred by something other than search engine	70983	0.31
2017-01-07	Referred by a search engine	146005	0.638
2017-01-07	Referred internally (itself or a sister wiki)	24187	0.106
2017-01-07	Direct (not referred by anything)	22638038	98.946
2017-01-08	Referred by something other than search engine	70820	0.356
2017-01-08	Referred by a search engine	150009	0.754
2017-01-08	Referred internally (itself or a sister wiki)	29863	0.15
2017-01-08	Direct (not referred by anything)	19638710	98.74
2017-01-09	Referred by something other than search engine	75213	0.332
2017-01-09	Referred by a search engine	212579	0.938
2017-01-09	Referred internally (itself or a sister wiki)	26534	0.117
2017-01-09	Direct (not referred by anything)	22350277	98.613
2017-01-10	Referred by something other than search engine	76091	0.288
2017-01-10	Referred by a search engine	216884	0.822
2017-01-10	Referred internally (itself or a sister wiki)	26567	0.101
2017-01-10	Direct (not referred by anything)	26069536	98.789
2017-01-11	Referred by something other than search engine	83302	0.309
2017-01-11	Referred by a search engine	224491	0.833
2017-01-11	Referred internally (itself or a sister wiki)	26203	0.097
2017-01-11	Direct (not referred by anything)	26600367	98.76
2017-01-12	Referred by something other than search engine	128322	0.46
2017-01-12	Referred by a search engine	218805	0.784
2017-01-12	Referred internally (itself or a sister wiki)	25762	0.092
2017-01-12	Direct (not referred by anything)	27527416	98.663
2017-01-13	Referred by something other than search engine	113704	0.403
2017-01-13	Referred by a search engine	201789	0.716
2017-01-13	Referred internally (itself or a sister wiki)	26986	0.096
2017-01-13	Direct (not referred by anything)	27840441	98.785
2017-01-14	Referred by something other than search engine	64714	0.268
2017-01-14	Referred by a search engine	140647	0.582
2017-01-14	Referred internally (itself or a sister wiki)	27811	0.115
2017-01-14	Direct (not referred by anything)	23953476	99.036
2017-01-15	Referred by something other than search engine	71913	0.372
2017-01-15	Referred by a search engine	150014	0.776
2017-01-15	Referred internally (itself or a sister wiki)	29421	0.152
2017-01-15	Direct (not referred by anything)	19069615	98.699
2017-01-16	Referred by something other than search engine	74889	0.376
2017-01-16	Referred by a search engine	199726	1.002
2017-01-16	Referred internally (itself or a sister wiki)	27975	0.14
2017-01-16	Direct (not referred by anything)	19623745	98.481
2017-01-17	Referred by something other than search engine	85835	0.356
2017-01-17	Referred by a search engine	247416	1.027
2017-01-17	Referred internally (itself or a sister wiki)	30314	0.126
2017-01-17	Direct (not referred by anything)	23718761	98.49
2017-01-18	Referred by something other than search engine	86008	0.307
2017-01-18	Referred by a search engine	229381	0.819
2017-01-18	Referred internally (itself or a sister wiki)	26397	0.094
2017-01-18	Direct (not referred by anything)	27648639	98.779
2017-01-19	Referred by something other than search engine	83117	0.293
2017-01-19	Referred by a search engine	224410	0.792
2017-01-19	Referred internally (itself or a sister wiki)	24915	0.088
2017-01-19	Direct (not referred by anything)	27992277	98.826
2017-01-20	Referred by something other than search engine	76962	0.27
2017-01-20	Referred by a search engine	228649	0.801
2017-01-20	Referred internally (itself or a sister wiki)	22969	0.081
2017-01-20	Direct (not referred by anything)	28203722	98.848
2017-01-21	Referred by something other than search engine	73336	0.298
2017-01-21	Referred by a search engine	153301	0.624
2017-01-21	Referred internally (itself or a sister wiki)	22393	0.091
2017-01-21	Direct (not referred by anything)	24320846	98.986
2017-01-22	Referred by something other than search engine	71108	0.364
2017-01-22	Referred by a search engine	164471	0.843
2017-01-22	Referred internally (itself or a sister wiki)	23061	0.118
2017-01-22	Direct (not referred by anything)	19250540	98.674
2017-01-23	Referred by something other than search engine	94593	0.399
2017-01-23	Referred by a search engine	229534	0.969
2017-01-23	Referred internally (itself or a sister wiki)	23947	0.101
2017-01-23	Direct (not referred by anything)	23350477	98.531
2017-01-24	Referred by something other than search engine	98202	0.349
2017-01-24	Referred by a search engine	228507	0.812
2017-01-24	Referred internally (itself or a sister wiki)	23330	0.083
2017-01-24	Direct (not referred by anything)	27786655	98.756
2017-01-25	Referred by something other than search engine	117247	0.418
2017-01-25	Referred by a search engine	227679	0.811
2017-01-25	Referred internally (itself or a sister wiki)	24127	0.086
2017-01-25	Direct (not referred by anything)	27700561	98.685
2017-01-26	Referred by something other than search engine	102368	0.36
2017-01-26	Referred by a search engine	227929	0.801
2017-01-26	Referred internally (itself or a sister wiki)	24419	0.086
2017-01-26	Direct (not referred by anything)	28097284	98.753
2017-01-27	Referred by something other than search engine	86907	0.305
2017-01-27	Referred by a search engine	209619	0.736
2017-01-27	Referred internally (itself or a sister wiki)	26789	0.094
2017-01-27	Direct (not referred by anything)	28156954	98.865
2017-01-28	Referred by something other than search engine	79689	0.327
2017-01-28	Referred by a search engine	154563	0.635
2017-01-28	Referred internally (itself or a sister wiki)	22553	0.093
2017-01-28	Direct (not referred by anything)	24097741	98.946
2017-01-29	Referred by something other than search engine	79248	0.407
2017-01-29	Referred by a search engine	159488	0.819
2017-01-29	Referred internally (itself or a sister wiki)	24180	0.124
2017-01-29	Direct (not referred by anything)	19217737	98.65
2017-01-30	Referred by something other than search engine	87345	0.369
2017-01-30	Referred by a search engine	221727	0.937
2017-01-30	Referred internally (itself or a sister wiki)	27545	0.116
2017-01-30	Direct (not referred by anything)	23335296	98.578
2017-01-31	Referred by something other than search engine	95787	0.338
2017-01-31	Referred by a search engine	226519	0.799
2017-01-31	Referred internally (itself or a sister wiki)	27021	0.095
2017-01-31	Direct (not referred by anything)	28012869	98.768
2017-02-01	Referred by something other than search engine	96463	0.336
2017-02-01	Referred by a search engine	221261	0.77
2017-02-01	Referred internally (itself or a sister wiki)	26323	0.092
2017-02-01	Direct (not referred by anything)	28384832	98.802
2017-02-02	Referred by something other than search engine	100802	0.35
2017-02-02	Referred by a search engine	222476	0.773
2017-02-02	Referred internally (itself or a sister wiki)	27162	0.094
2017-02-02	Direct (not referred by anything)	28443277	98.783
2017-02-03	Referred by something other than search engine	82386	0.288
2017-02-03	Referred by a search engine	205877	0.721
2017-02-03	Referred internally (itself or a sister wiki)	26845	0.094
2017-02-03	Direct (not referred by anything)	28243382	98.897
2017-02-04	Referred by something other than search engine	94939	0.391
2017-02-04	Referred by a search engine	142432	0.587
2017-02-04	Referred internally (itself or a sister wiki)	25022	0.103
2017-02-04	Direct (not referred by anything)	24004413	98.919
2017-02-05	Referred by something other than search engine	83010	0.432
2017-02-05	Referred by a search engine	151602	0.789
2017-02-05	Referred internally (itself or a sister wiki)	24663	0.128
2017-02-05	Direct (not referred by anything)	18956901	98.651
2017-02-06	Referred by something other than search engine	88454	0.381
2017-02-06	Referred by a search engine	223358	0.962
2017-02-06	Referred internally (itself or a sister wiki)	42338	0.182
2017-02-06	Direct (not referred by anything)	22872722	98.475
2017-02-07	Referred by something other than search engine	89900	0.325
2017-02-07	Referred by a search engine	234481	0.847
2017-02-07	Referred internally (itself or a sister wiki)	27995	0.101
2017-02-07	Direct (not referred by anything)	27322577	98.727
2017-02-08	Referred by something other than search engine	94336	0.336
2017-02-08	Referred by a search engine	225319	0.803
2017-02-08	Referred internally (itself or a sister wiki)	26448	0.094
2017-02-08	Direct (not referred by anything)	27718685	98.767
2017-02-09	Referred by something other than search engine	88982	0.317
2017-02-09	Referred by a search engine	216805	0.773
2017-02-09	Referred internally (itself or a sister wiki)	27321	0.097
2017-02-09	Direct (not referred by anything)	27716445	98.812
2017-02-10	Referred by something other than search engine	87612	0.315
2017-02-10	Referred by a search engine	199905	0.72
2017-02-10	Referred internally (itself or a sister wiki)	30254	0.109
2017-02-10	Direct (not referred by anything)	27455899	98.856
2017-02-11	Referred by something other than search engine	82662	0.344
2017-02-11	Referred by a search engine	135854	0.566
2017-02-11	Referred internally (itself or a sister wiki)	26891	0.112
2017-02-11	Direct (not referred by anything)	23754544	98.977
2017-02-12	Referred by something other than search engine	83543	0.439
2017-02-12	Referred by a search engine	156397	0.821
2017-02-12	Referred internally (itself or a sister wiki)	26562	0.139
2017-02-12	Direct (not referred by anything)	18778305	98.601
2017-02-13	Referred by something other than search engine	91115	0.396
2017-02-13	Referred by a search engine	220470	0.959
2017-02-13	Referred internally (itself or a sister wiki)	77753	0.338
2017-02-13	Direct (not referred by anything)	22601107	98.307
2017-02-14	Referred by something other than search engine	84918	0.312
2017-02-14	Referred by a search engine	214415	0.788
2017-02-14	Referred internally (itself or a sister wiki)	41838	0.154
2017-02-14	Direct (not referred by anything)	26883193	98.747
2017-02-15	Referred by something other than search engine	87809	0.316
2017-02-15	Referred by a search engine	217096	0.781
2017-02-15	Referred internally (itself or a sister wiki)	27478	0.099
2017-02-15	Direct (not referred by anything)	27478919	98.805
2017-02-16	Referred by something other than search engine	93780	0.339
2017-02-16	Referred by a search engine	217806	0.787
2017-02-16	Referred internally (itself or a sister wiki)	29464	0.106
2017-02-16	Direct (not referred by anything)	27351373	98.768
2017-02-17	Referred by something other than search engine	86515	0.316
2017-02-17	Referred by a search engine	194172	0.71
2017-02-17	Referred internally (itself or a sister wiki)	28046	0.103
2017-02-17	Direct (not referred by anything)	27044024	98.871
2017-02-18	Referred by something other than search engine	85629	0.372
2017-02-18	Referred by a search engine	139014	0.604
2017-02-18	Referred internally (itself or a sister wiki)	25500	0.111
2017-02-18	Direct (not referred by anything)	22783732	98.914
2017-02-19	Referred by something other than search engine	86032	0.46
2017-02-19	Referred by a search engine	148721	0.796
2017-02-19	Referred internally (itself or a sister wiki)	27699	0.148
2017-02-19	Direct (not referred by anything)	18425995	98.596
2017-02-20	Referred by something other than search engine	91060	0.452
2017-02-20	Referred by a search engine	197436	0.979
2017-02-20	Referred internally (itself or a sister wiki)	29085	0.144
2017-02-20	Direct (not referred by anything)	19846903	98.425
2017-02-21	Referred by something other than search engine	86083	0.36
2017-02-21	Referred by a search engine	226350	0.948
2017-02-21	Referred internally (itself or a sister wiki)	34825	0.146
2017-02-21	Direct (not referred by anything)	23537913	98.546
2017-02-22	Referred by something other than search engine	87610	0.324
2017-02-22	Referred by a search engine	226703	0.838
2017-02-22	Referred internally (itself or a sister wiki)	34551	0.128
2017-02-22	Direct (not referred by anything)	26699288	98.71
2017-02-23	Referred by something other than search engine	93295	0.342
2017-02-23	Referred by a search engine	216483	0.793
2017-02-23	Referred internally (itself or a sister wiki)	35360	0.13
2017-02-23	Direct (not referred by anything)	26958352	98.736
2017-02-24	Referred by something other than search engine	80793	0.298
2017-02-24	Referred by a search engine	196100	0.724
2017-02-24	Referred internally (itself or a sister wiki)	37884	0.14
2017-02-24	Direct (not referred by anything)	26761469	98.837
2017-02-25	Referred by something other than search engine	81846	0.356
2017-02-25	Referred by a search engine	138535	0.602
2017-02-25	Referred internally (itself or a sister wiki)	28737	0.125
2017-02-25	Direct (not referred by anything)	22753442	98.917
2017-02-26	Referred by something other than search engine	72448	0.39
2017-02-26	Referred by a search engine	155527	0.837
2017-02-26	Referred internally (itself or a sister wiki)	28224	0.152
2017-02-26	Direct (not referred by anything)	18336044	98.622
2017-02-27	Referred by something other than search engine	79810	0.369
2017-02-27	Referred by a search engine	216481	1
2017-02-27	Referred internally (itself or a sister wiki)	28947	0.134
2017-02-27	Direct (not referred by anything)	21319213	98.497
2017-02-28	Referred by something other than search engine	87475	0.336
2017-02-28	Referred by a search engine	211118	0.812
2017-02-28	Referred internally (itself or a sister wiki)	25741	0.099
2017-02-28	Direct (not referred by anything)	25682801	98.753
2017-03-01	Referred by something other than search engine	75725	0.386
2017-03-01	Referred by a search engine	144138	0.734
2017-03-01	Referred internally (itself or a sister wiki)	18992	0.097
2017-03-01	Direct (not referred by anything)	19391380	98.783
2017-03-02	Referred by something other than search engine	90087	0.333
2017-03-02	Referred by a search engine	214914	0.794
2017-03-02	Referred internally (itself or a sister wiki)	26090	0.096
2017-03-02	Direct (not referred by anything)	26736973	98.777
2017-03-03	Referred by something other than search engine	100366	0.371
2017-03-03	Referred by a search engine	197204	0.729
2017-03-03	Referred internally (itself or a sister wiki)	24260	0.09
2017-03-03	Direct (not referred by anything)	26746247	98.811
2017-03-04	Referred by something other than search engine	79646	0.342
2017-03-04	Referred by a search engine	135624	0.583
2017-03-04	Referred internally (itself or a sister wiki)	21441	0.092
2017-03-04	Direct (not referred by anything)	23031974	98.983
2017-03-05	Referred by something other than search engine	88265	0.47
2017-03-05	Referred by a search engine	152175	0.811
2017-03-05	Referred internally (itself or a sister wiki)	24372	0.13
2017-03-05	Direct (not referred by anything)	18496464	98.589
2017-03-06	Referred by something other than search engine	90732	0.395
2017-03-06	Referred by a search engine	219714	0.955
2017-03-06	Referred internally (itself or a sister wiki)	27576	0.12
2017-03-06	Direct (not referred by anything)	22658511	98.53
2017-03-07	Referred by something other than search engine	88982	0.323
2017-03-07	Referred by a search engine	227722	0.826
2017-03-07	Referred internally (itself or a sister wiki)	25578	0.093
2017-03-07	Direct (not referred by anything)	27234017	98.759
2017-03-08	Referred by something other than search engine	98485	0.356
2017-03-08	Referred by a search engine	227705	0.824
2017-03-08	Referred internally (itself or a sister wiki)	25761	0.093
2017-03-08	Direct (not referred by anything)	27279953	98.726
2017-03-09	Referred by something other than search engine	81313	0.298
2017-03-09	Referred by a search engine	225305	0.825
2017-03-09	Referred internally (itself or a sister wiki)	24785	0.091
2017-03-09	Direct (not referred by anything)	26973517	98.786
2017-03-10	Referred by something other than search engine	79152	0.29
2017-03-10	Referred by a search engine	201425	0.738
2017-03-10	Referred internally (itself or a sister wiki)	22381	0.082
2017-03-10	Direct (not referred by anything)	26998120	98.89
2017-03-11	Referred by something other than search engine	66900	0.286
2017-03-11	Referred by a search engine	139140	0.595
2017-03-11	Referred internally (itself or a sister wiki)	21954	0.094
2017-03-11	Direct (not referred by anything)	23173011	99.026
2017-03-12	Referred by something other than search engine	69147	0.365
2017-03-12	Referred by a search engine	156469	0.826
2017-03-12	Referred internally (itself or a sister wiki)	23853	0.126
2017-03-12	Direct (not referred by anything)	18691818	98.683
2017-03-13	Referred by something other than search engine	77914	0.351
2017-03-13	Referred by a search engine	219490	0.987
2017-03-13	Referred internally (itself or a sister wiki)	24359	0.11
2017-03-13	Direct (not referred by anything)	21905641	98.552
2017-03-14	Referred by something other than search engine	193590	0.767
2017-03-14	Referred by a search engine	215447	0.854
2017-03-14	Referred internally (itself or a sister wiki)	31054	0.123
2017-03-14	Direct (not referred by anything)	24790273	98.256
2017-03-15	Referred by something other than search engine	116493	0.463
2017-03-15	Referred by a search engine	222195	0.884
2017-03-15	Referred internally (itself or a sister wiki)	36809	0.146
2017-03-15	Direct (not referred by anything)	24762338	98.506
2017-03-16	Referred by something other than search engine	84430	0.327
2017-03-16	Referred by a search engine	226462	0.878
2017-03-16	Referred internally (itself or a sister wiki)	34698	0.134
2017-03-16	Direct (not referred by anything)	25453225	98.66
2017-03-17	Referred by something other than search engine	89466	0.345
2017-03-17	Referred by a search engine	200666	0.774
2017-03-17	Referred internally (itself or a sister wiki)	34953	0.135
2017-03-17	Direct (not referred by anything)	25614677	98.747
2017-03-18	Referred by something other than search engine	67922	0.303
2017-03-18	Referred by a search engine	144558	0.646
2017-03-18	Referred internally (itself or a sister wiki)	30824	0.138
2017-03-18	Direct (not referred by anything)	22139497	98.913
2017-03-19	Referred by something other than search engine	70566	0.367
2017-03-19	Referred by a search engine	155507	0.809
2017-03-19	Referred internally (itself or a sister wiki)	31674	0.165
2017-03-19	Direct (not referred by anything)	18974998	98.66
2017-03-20	Referred by something other than search engine	166564	0.713
2017-03-20	Referred by a search engine	219981	0.942
2017-03-20	Referred internally (itself or a sister wiki)	36031	0.154
2017-03-20	Direct (not referred by anything)	22926693	98.19
2017-03-21	Referred by something other than search engine	104076	0.385
2017-03-21	Referred by a search engine	223713	0.827
2017-03-21	Referred internally (itself or a sister wiki)	36042	0.133
2017-03-21	Direct (not referred by anything)	26702174	98.656
2017-03-22	Referred by something other than search engine	95662	0.324
2017-03-22	Referred by a search engine	227657	0.77
2017-03-22	Referred internally (itself or a sister wiki)	34194	0.116
2017-03-22	Direct (not referred by anything)	29209807	98.791
2017-03-23	Referred by something other than search engine	91877	0.266
2017-03-23	Referred by a search engine	219080	0.635
2017-03-23	Referred internally (itself or a sister wiki)	36189	0.105
2017-03-23	Direct (not referred by anything)	34173669	98.994
2017-03-24	Referred by something other than search engine	86516	0.303
2017-03-24	Referred by a search engine	190770	0.669
2017-03-24	Referred internally (itself or a sister wiki)	33725	0.118
2017-03-24	Direct (not referred by anything)	28216729	98.91
2017-03-25	Referred by something other than search engine	74401	0.315
2017-03-25	Referred by a search engine	138576	0.587
2017-03-25	Referred internally (itself or a sister wiki)	31529	0.134
2017-03-25	Direct (not referred by anything)	23349215	98.964
2017-03-26	Referred by something other than search engine	73701	0.38
2017-03-26	Referred by a search engine	151245	0.779
2017-03-26	Referred internally (itself or a sister wiki)	32393	0.167
2017-03-26	Direct (not referred by anything)	19162468	98.675
2017-03-27	Referred by something other than search engine	90243	0.377
2017-03-27	Referred by a search engine	215704	0.9
2017-03-27	Referred internally (itself or a sister wiki)	46927	0.196
2017-03-27	Direct (not referred by anything)	23601395	98.527
2017-03-28	Referred by something other than search engine	88755	0.312
2017-03-28	Referred by a search engine	218572	0.768
2017-03-28	Referred internally (itself or a sister wiki)	37754	0.133
2017-03-28	Direct (not referred by anything)	28119171	98.788
2017-03-29	Referred by something other than search engine	91816	0.327
2017-03-29	Referred by a search engine	217443	0.774
2017-03-29	Referred internally (itself or a sister wiki)	39011	0.139
2017-03-29	Direct (not referred by anything)	27735954	98.76
2017-03-30	Referred by something other than search engine	96485	0.349
2017-03-30	Referred by a search engine	210221	0.761
2017-03-30	Referred internally (itself or a sister wiki)	43696	0.158
2017-03-30	Direct (not referred by anything)	27261480	98.731
2017-03-31	Referred by something other than search engine	88615	0.328
2017-03-31	Referred by a search engine	190668	0.705
2017-03-31	Referred internally (itself or a sister wiki)	40150	0.148
2017-03-31	Direct (not referred by anything)	26736988	98.819
2017-04-01	Referred by something other than search engine	71971	0.31
2017-04-01	Referred by a search engine	132449	0.571
2017-04-01	Referred internally (itself or a sister wiki)	38441	0.166
2017-04-01	Direct (not referred by anything)	22944529	98.953
2017-04-02	Referred by something other than search engine	72304	0.377
2017-04-02	Referred by a search engine	141588	0.737
2017-04-02	Referred internally (itself or a sister wiki)	39897	0.208
2017-04-02	Direct (not referred by anything)	18949704	98.678
2017-04-03	Referred by something other than search engine	90633	0.378
2017-04-03	Referred by a search engine	204457	0.853
2017-04-03	Referred internally (itself or a sister wiki)	41629	0.174
2017-04-03	Direct (not referred by anything)	23629980	98.595
2017-04-04	Referred by something other than search engine	88521	0.314
2017-04-04	Referred by a search engine	208422	0.739
2017-04-04	Referred internally (itself or a sister wiki)	41705	0.148
2017-04-04	Direct (not referred by anything)	27850743	98.799
2017-04-05	Referred by something other than search engine	107989	0.397
2017-04-05	Referred by a search engine	205783	0.757
2017-04-05	Referred internally (itself or a sister wiki)	40591	0.149
2017-04-05	Direct (not referred by anything)	26819393	98.696
